query name	subject	percent identities	aligned length	number of mismatched positions	number of gap positions	query sequence start	query sequence end	subject sequence start	subject sequence end	e-value	bit score
A_07_P062280	ECs1233	100.00	60	0	0	1	60	1203	1262	5e-28	119
A_07_P002865	ECs0183	100.00	60	0	0	1	60	653	712	5e-28	119
A_07_P006161	ECs3693	98.33	60	1	0	1	60	1465	1524	1e-25	111
A_07_P061739	ECs5266	100.00	60	0	0	1	60	102	161	5e-28	119
A_07_P015149	ECs2696	100.00	60	0	0	1	60	817	876	5e-28	119
A_07_P048974	lcl|NC_002128.1_gene_41	100.00	60	0	0	1	60	165	224	5e-28	119
A_07_P051696	ECs0643	100.00	60	0	0	1	60	624	683	5e-28	119
A_07_P035160	ECs2417	96.67	60	2	0	1	60	431	490	3e-23	103
A_07_P014541	ECs1891	98.11	53	1	0	4	56	178	230	2e-21	97.6
A_07_P058306	ECs2255	100.00	60	0	0	1	60	165	224	5e-28	119
A_07_P012736	ECs4125	96.67	60	2	0	1	60	545	604	3e-23	103
A_07_P017536	ECs5329	93.33	60	4	0	1	60	276	335	2e-18	87.7
A_07_P049116	ECs0022	100.00	60	0	0	1	60	2057	2116	5e-28	119
A_07_P013319	ECs3314	98.28	58	1	0	3	60	886	943	2e-24	107
A_07_P030865	ECs0268	94.64	56	3	0	1	56	868	923	2e-18	87.7
A_07_P014002	ECs3226	100.00	60	0	0	1	60	4	63	5e-28	119
A_07_P011058	ECs0078	96.67	60	2	0	1	60	1289	1348	3e-23	103
A_07_P019241	ECs4819	100.00	56	0	0	1	56	181	236	1e-25	111
A_07_P008480	ECs4884	96.67	60	2	0	1	60	1328	1387	3e-23	103
A_07_P006827	ECs1669	100.00	60	0	0	1	60	311	370	5e-28	119
A_07_P058500	ECs1865	100.00	60	0	0	1	60	1067	1126	5e-28	119
A_07_P018091	ECs4254	96.67	60	2	0	1	60	534	593	3e-23	103
A_07_P044792	ECs2956	100.00	60	0	0	1	60	6	65	5e-28	119
A_07_P061115	ECs2178	100.00	60	0	0	1	60	96	155	5e-28	119
A_07_P057806	ECs4812	100.00	60	0	0	1	60	790	849	5e-28	119
A_07_P056146	ECs3683	100.00	60	0	0	1	60	151	210	5e-28	119
A_07_P032079	ECs2877	98.25	57	1	0	1	57	150	206	7e-24	105
A_07_P046352	ECs0767	100.00	60	0	0	1	60	754	813	5e-28	119
A_07_P048113	ECs2061	100.00	60	0	0	1	60	26	85	5e-28	119
A_07_P018658	ECs2428	100.00	60	0	0	1	60	303	362	5e-28	119
A_07_P046126	ECs4318	100.00	60	0	0	1	60	1619	1678	5e-28	119
A_07_P047573	ECs5306	100.00	60	0	0	1	60	1385	1444	5e-28	119
A_07_P013700	ECs3166	100.00	60	0	0	1	60	800	859	5e-28	119
A_07_P033087	ECs1328	100.00	58	0	0	1	58	26	83	8e-27	115
A_07_P019349	ECs4839	100.00	60	0	0	1	60	441	500	5e-28	119
A_07_P053401	ECs3299	100.00	60	0	0	1	60	838	897	5e-28	119
A_07_P050391	ECs1578	100.00	60	0	0	1	60	103	162	5e-28	119
A_07_P015697	ECs2510	100.00	60	0	0	1	60	919	978	5e-28	119
A_07_P005379	ECs1143	98.33	60	1	0	1	60	243	302	1e-25	111
A_07_P009787	ECs0682	100.00	60	0	0	1	60	517	576	5e-28	119
A_07_P003804	ECs5228	98.33	60	1	0	1	60	350	409	1e-25	111
A_07_P059878	ECs4308	100.00	60	0	0	1	60	54	113	5e-28	119
A_07_P058804	ECs1995	100.00	60	0	0	1	60	454	513	5e-28	119
A_07_P012779	ECs4134	100.00	60	0	0	1	60	400	459	5e-28	119
A_07_P059666	ECs4006	100.00	60	0	0	1	60	718	777	5e-28	119
A_07_P004524	ECs0892	100.00	60	0	0	1	60	199	258	5e-28	119
A_07_P035751	ECs0081	96.67	60	2	0	1	60	1456	1515	3e-23	103
A_07_P001472	ECs1431	98.33	60	1	0	1	60	866	925	1e-25	111
A_07_P043918	ECs0545	100.00	60	0	0	1	60	97	156	5e-28	119
A_07_P007586	ECs4411	100.00	60	0	0	1	60	222	281	5e-28	119
A_07_P031298	ECs0611	100.00	60	0	0	1	60	32	91	5e-28	119
A_07_P047371	ECs5181	100.00	60	0	0	1	60	152	93	5e-28	119
A_07_P048982	lcl|NC_002128.1_gene_44	100.00	60	0	0	1	60	579	638	5e-28	119
A_07_P012224	ECs3902	98.33	60	1	0	1	60	524	583	1e-25	111
A_07_P005970	ECs4750	100.00	60	0	0	1	60	407	466	5e-28	119
A_07_P000074	ECs3951	98.33	60	1	0	1	60	280	339	1e-25	111
A_07_P057731	ECs4741	100.00	60	0	0	1	60	684	743	5e-28	119
A_07_P061260	ECs4960	100.00	60	0	0	1	60	146	205	5e-28	119
A_07_P061068	ECs1616	100.00	60	0	0	1	60	224	283	5e-28	119
A_07_P007566	ECs4407	93.33	60	4	0	1	60	1263	1322	2e-18	87.7
A_07_P061996	ECs1174	100.00	60	0	0	1	60	574	633	5e-28	119
A_07_P049200	ECs0137	100.00	60	0	0	1	60	656	715	5e-28	119
A_07_P056516	ECs3915	100.00	60	0	0	1	60	122	181	5e-28	119
A_07_P059166	lcl|NC_002128.1_gene_45	100.00	60	0	0	1	60	514	573	5e-28	119
A_07_P019026	ECs4772	100.00	60	0	0	1	60	4	63	5e-28	119
A_07_P063275	ECs2650	100.00	60	0	0	1	60	459	518	5e-28	119
A_07_P061393	ECs4987	100.00	60	0	0	1	60	683	742	5e-28	119
A_07_P005076	ECs1009	100.00	60	0	0	1	60	377	436	5e-28	119
A_07_P050401	ECs1582	100.00	60	0	0	1	60	413	472	5e-28	119
A_07_P037247	ECs5593	100.00	60	0	0	1	60	54	113	5e-28	119
A_07_P051822	ECs4630	100.00	60	0	0	1	60	599	658	5e-28	119
A_07_P000836	ECs3099	98.33	60	1	0	1	60	1038	1097	1e-25	111
A_07_P008213	ECs0342	100.00	60	0	0	1	60	1241	1300	5e-28	119
A_07_P050513	ECs1616	100.00	60	0	0	1	60	224	283	5e-28	119
A_07_P034978	ECs2100	98.33	60	1	0	1	60	2256	2315	1e-25	111
A_07_P003519	ECs3043	100.00	60	0	0	1	60	754	813	5e-28	119
A_07_P033108	ECs4547	100.00	60	0	0	1	60	228	169	5e-28	119
A_07_P007181	ECs1749	98.33	60	1	0	1	60	1264	1323	1e-25	111
A_07_P052396	ECs5361	100.00	60	0	0	1	60	464	523	5e-28	119
A_07_P041143	ECs1904	95.00	60	3	0	1	60	693	752	7e-21	95.6
A_07_P001851	ECs3539	100.00	60	0	0	1	60	755	814	5e-28	119
A_07_P005927	ECs4742	94.83	58	3	0	1	58	500	557	1e-19	91.7
A_07_P045766	ECs3855	100.00	60	0	0	1	60	926	985	5e-28	119
A_07_P005282	ECs1051	100.00	60	0	0	1	60	1001	1060	5e-28	119
A_07_P000486	ECs4034	98.33	60	1	0	1	60	414	473	1e-25	111
A_07_P049806	ECs4583	100.00	60	0	0	1	60	445	504	5e-28	119
A_07_P019734	ECs3432	100.00	60	0	0	1	60	684	743	5e-28	119
A_07_P002151	ECs3595	100.00	60	0	0	1	60	474	533	5e-28	119
A_07_P059900	ECs4326	100.00	60	0	0	1	60	502	561	5e-28	119
A_07_P003298	ECs2913	96.55	58	2	0	3	60	121	178	5e-22	99.6
A_07_P035084	ECs2308	100.00	60	0	0	1	60	1085	1144	5e-28	119
A_07_P030087	ECs3305	98.33	60	1	0	1	60	82	141	1e-25	111
A_07_P034561	ECs4318	96.67	60	2	0	1	60	1546	1605	3e-23	103
A_07_P057667	ECs4654	100.00	60	0	0	1	60	296	355	5e-28	119
A_07_P039637	ECs4444	96.61	59	2	0	1	59	730	788	1e-22	101
A_07_P002585	ECs0128	100.00	60	0	0	1	60	2026	2085	5e-28	119
A_07_P057290	ECs2731	100.00	60	0	0	1	60	5	64	5e-28	119
A_07_P055629	ECs2844	100.00	60	0	0	1	60	1059	1118	5e-28	119
A_07_P053415	ECs3311	100.00	60	0	0	1	60	483	542	5e-28	119
A_07_P056359	ECs3825	100.00	60	0	0	1	60	356	415	5e-28	119
A_07_P063667	ECs4880	100.00	60	0	0	1	60	1714	1773	5e-28	119
A_07_P049089	lcl|NC_002128.1_gene_65	100.00	60	0	0	1	60	408	467	5e-28	119
A_07_P062478	ECs1292	100.00	60	0	0	1	60	334	393	5e-28	119
A_07_P019946	ECs3476	100.00	60	0	0	1	60	229	288	5e-28	119
A_07_P046679	ECs1300	100.00	60	0	0	1	60	1549	1608	5e-28	119
A_07_P043757	ECs0400	100.00	60	0	0	1	60	702	761	5e-28	119
A_07_P001601	ECs1458	98.33	60	1	0	1	60	716	775	1e-25	111
A_07_P004806	ECs0957	93.33	60	4	0	1	60	1325	1384	2e-18	87.7
A_07_P062775	ECs1875	100.00	60	0	0	1	60	495	554	5e-28	119
A_07_P035746	ECs0078	98.33	60	1	0	1	60	999	1058	1e-25	111
A_07_P045271	ECs1800	100.00	60	0	0	1	60	12	71	5e-28	119
A_07_P007331	ECs4346	98.08	52	1	0	1	52	651	702	7e-21	95.6
A_07_P043375	ECs0255	100.00	60	0	0	1	60	107	166	5e-28	119
A_07_P009436	ECs2072	98.33	60	1	0	1	60	1307	1366	1e-25	111
A_07_P010556	ECs3999	100.00	60	0	0	1	60	286	345	5e-28	119
A_07_P007683	ECs4436	100.00	60	0	0	1	60	1453	1512	5e-28	119
A_07_P059177	lcl|NC_002128.1_gene_47	100.00	60	0	0	1	60	175	234	5e-28	119
A_07_P006405	ECs3759	96.67	60	2	0	1	60	1529	1588	3e-23	103
A_07_P034318	ECs4184	100.00	60	0	0	1	60	446	387	5e-28	119
A_07_P015867	ECs2548	100.00	60	0	0	1	60	433	492	5e-28	119
A_07_P032963	ECs3814	98.33	60	1	0	1	60	1914	1973	1e-25	111
A_07_P014403	ECs1857	98.33	60	1	0	1	60	83	142	1e-25	111
A_07_P046923	ECs1358	100.00	60	0	0	1	60	151	210	5e-28	119
A_07_P059371	ECs0004	100.00	60	0	0	1	60	591	650	5e-28	119
A_07_P044726	ECs2717	100.00	60	0	0	1	60	551	610	5e-28	119
A_07_P013013	ECs4182	100.00	60	0	0	1	60	749	808	5e-28	119
A_07_P050909	ECs1386	100.00	60	0	0	1	60	1174	1233	5e-28	119
A_07_P043933	ECs0549	100.00	60	0	0	1	60	248	307	5e-28	119
A_07_P000982	ECs3124	96.67	60	2	0	1	60	944	1003	3e-23	103
A_07_P019476	ECs4869	98.33	60	1	0	1	60	2123	2182	1e-25	111
A_07_P043805	ECs0428	100.00	60	0	0	1	60	640	699	5e-28	119
A_07_P031967	ECs2810	95.00	60	3	0	1	60	946	1005	7e-21	95.6
A_07_P056527	ECs3917	100.00	60	0	0	1	60	2046	2105	5e-28	119
A_07_P052635	ECs2902	100.00	60	0	0	1	60	892	951	5e-28	119
A_07_P045162	ECs2914	100.00	60	0	0	1	60	874	933	5e-28	119
A_07_P019897	ECs3467	100.00	60	0	0	1	60	1048	1107	5e-28	119
A_07_P052845	ECs2964	100.00	60	0	0	1	60	151	210	5e-28	119
A_07_P060232	ECs4527	100.00	60	0	0	1	60	1616	1675	5e-28	119
A_07_P007322	ECs4344	100.00	60	0	0	1	60	839	898	5e-28	119
A_07_P055961	ECs3515	100.00	60	0	0	1	60	3873	3932	5e-28	119
A_07_P049691	ECs4560	100.00	60	0	0	1	60	292	351	5e-28	119
A_07_P000391	ECs4012	98.33	60	1	0	1	60	215	274	1e-25	111
A_07_P021080	ECs0445	100.00	60	0	0	1	60	837	896	5e-28	119
A_07_P002894	ECs0189	98.33	60	1	0	1	60	125	184	1e-25	111
A_07_P017954	ECs4227	100.00	60	0	0	1	60	661	720	5e-28	119
A_07_P010900	ECs0045	100.00	60	0	0	1	60	829	888	5e-28	119
A_07_P004547	ECs0896	96.67	60	2	0	1	60	307	366	3e-23	103
A_07_P008655	ECs4921	98.21	56	1	0	1	56	25	80	3e-23	103
A_07_P010395	ECs1939	100.00	60	0	0	1	60	62	121	5e-28	119
A_07_P035096	ECs2319	96.67	60	2	0	1	60	939	998	3e-23	103
A_07_P058224	ECs1769	100.00	60	0	0	1	60	490	549	5e-28	119
A_07_P042280	ECs2011	100.00	60	0	0	1	60	790	849	5e-28	119
A_07_P046757	ECs1317	100.00	60	0	0	1	60	1053	1112	5e-28	119
A_07_P017852	ECs4216	100.00	60	0	0	1	60	2169	2228	5e-28	119
A_07_P016870	ECs4461	98.33	60	1	0	1	60	541	600	1e-25	111
A_07_P052559	ECs2474	100.00	60	0	0	1	60	790	849	5e-28	119
A_07_P049192	ECs0136	100.00	60	0	0	1	60	831	890	5e-28	119
A_07_P020523	ECs1759	100.00	60	0	0	1	60	445	504	5e-28	119
A_07_P007757	ECs4449	100.00	60	0	0	1	60	904	963	5e-28	119
A_07_P016317	ECs0567	96.67	60	2	0	1	60	634	693	3e-23	103
A_07_P005705	ECs4698	96.67	60	2	0	1	60	473	532	3e-23	103
A_07_P035670	ECs5362	100.00	60	0	0	1	60	68	127	5e-28	119
A_07_P047341	ECs5104	100.00	60	0	0	1	60	1567	1626	5e-28	119
A_07_P053433	ECs3381	100.00	60	0	0	1	60	791	850	5e-28	119
A_07_P051234	ECs1985	100.00	60	0	0	1	60	510	569	5e-28	119
A_07_P019261	ECs4823	98.21	56	1	0	5	60	1694	1749	3e-23	103
A_07_P003032	ECs2856	98.33	60	1	0	1	60	266	325	1e-25	111
A_07_P041984	ECs4866	89.66	58	6	0	3	60	460	517	2e-12	67.9
A_07_P044880	ECs2761	100.00	60	0	0	1	60	632	691	5e-28	119
A_07_P005989	ECs3658	100.00	60	0	0	1	60	390	449	5e-28	119
A_07_P020361	ECs2152	100.00	60	0	0	1	60	1098	1157	5e-28	119
A_07_P054182	ECs0606	100.00	60	0	0	1	60	7	66	5e-28	119
A_07_P010755	ECs0012	98.33	60	1	0	1	60	344	285	1e-25	111
A_07_P038817	ECs5423	98.25	57	1	0	1	57	94	150	7e-24	105
A_07_P007618	ECs4417	100.00	60	0	0	1	60	10	69	5e-28	119
A_07_P013020	ECs4183	100.00	60	0	0	1	60	141	200	5e-28	119
A_07_P005313	ECs1130	96.67	60	2	0	1	60	405	464	3e-23	103
A_07_P021371	ECs0506	100.00	60	0	0	1	60	180	239	5e-28	119
A_07_P045384	ECs2992	100.00	60	0	0	1	60	422	481	5e-28	119
A_07_P016871	ECs4462	100.00	60	0	0	1	60	230	289	5e-28	119
A_07_P051070	ECs1069	100.00	60	0	0	1	60	272	331	5e-28	119
A_07_P051437	ECs1207	100.00	60	0	0	1	60	945	1004	5e-28	119
A_07_P008981	ECs5050	90.00	60	6	0	1	60	193	252	1e-13	71.9
A_07_P017001	ECs4490	100.00	60	0	0	1	60	989	1048	5e-28	119
A_07_P011960	ECs3839	100.00	60	0	0	1	60	1012	1071	5e-28	119
A_07_P016424	ECs0589	96.67	60	2	0	1	60	406	465	3e-23	103
A_07_P038815	ECs1726	96.67	60	2	0	1	60	557	616	3e-23	103
A_07_P019932	ECs3474	100.00	60	0	0	1	60	604	663	5e-28	119
A_07_P059232	nikB	100.00	60	0	0	1	60	1741	1800	5e-28	119
A_07_P011111	ECs0091	98.33	60	1	0	1	60	316	375	1e-25	111
A_07_P056872	ECs0841	100.00	60	0	0	1	60	467	526	5e-28	119
A_07_P048300	ECs2736	100.00	60	0	0	1	60	334	393	5e-28	119
A_07_P000729	ECs3078	100.00	60	0	0	1	60	425	484	5e-28	119
A_07_P056331	ECs3803	100.00	60	0	0	1	60	619	678	5e-28	119
A_07_P061180	ECs1645	100.00	60	0	0	1	60	72	131	5e-28	119
A_07_P060262	ECs4537	100.00	60	0	0	1	60	589	648	5e-28	119
A_07_P062821	ECs3138	100.00	60	0	0	1	60	344	403	5e-28	119
A_07_P007149	ECs1742	100.00	60	0	0	1	60	587	646	5e-28	119
A_07_P043635	ECs0348	100.00	60	0	0	1	60	322	381	5e-28	119
A_07_P059378	ECs0019	100.00	60	0	0	1	60	436	495	5e-28	119
A_07_P014666	ECs1922	95.00	60	3	0	1	60	170	229	7e-21	95.6
A_07_P012697	ECs4118	100.00	60	0	0	1	60	3408	3467	5e-28	119
A_07_P010464	ECs5463	100.00	60	0	0	1	60	139	198	5e-28	119
A_07_P031344	ECs0644	96.67	60	2	0	1	60	223	164	3e-23	103
A_07_P060877	ECs1567	100.00	60	0	0	1	60	60	119	5e-28	119
A_07_P061154	ECs1640	100.00	60	0	0	1	60	602	661	5e-28	119
A_07_P059881	ECs4318	100.00	60	0	0	1	60	1619	1678	5e-28	119
A_07_P004457	ECs0879	100.00	60	0	0	1	60	774	833	5e-28	119
A_07_P056237	ECs3730	100.00	60	0	0	1	60	1163	1222	5e-28	119
A_07_P019973	ECs3481	98.33	60	1	0	1	60	359	418	1e-25	111
A_07_P060214	ECs4505	100.00	60	0	0	1	60	627	686	5e-28	119
A_07_P043710	ECs5377	100.00	60	0	0	1	60	332	391	5e-28	119
A_07_P033964	ECs1265	96.23	53	2	0	1	53	1103	1155	4e-19	89.7
A_07_P048893	lcl|NC_002128.1_gene_25	100.00	60	0	0	1	60	189	248	5e-28	119
A_07_P044696	ECs2694	100.00	60	0	0	1	60	1478	1537	5e-28	119
A_07_P051282	ECs1160	100.00	60	0	0	1	60	1252	1311	5e-28	119
A_07_P018990	ECs4766	100.00	60	0	0	1	60	100	159	5e-28	119
A_07_P047186	ECs4903	100.00	60	0	0	1	60	736	795	5e-28	119
A_07_P009800	ECs0684	100.00	60	0	0	1	60	1325	1384	5e-28	119
A_07_P015001	ECs2667	100.00	60	0	0	1	60	245	304	5e-28	119
A_07_P046937	ECs1362	100.00	60	0	0	1	60	204	263	5e-28	119
A_07_P004684	ECs0926	98.33	60	1	0	1	60	127	186	1e-25	111
A_07_P050771	ECs1707	100.00	60	0	0	1	60	1555	1614	5e-28	119
A_07_P055453	ECs2773	100.00	60	0	0	1	60	869	928	5e-28	119
A_07_P000466	ECs4030	100.00	60	0	0	1	60	246	305	5e-28	119
A_07_P060853	ECs1561	100.00	60	0	0	1	60	3183	3242	5e-28	119
A_07_P034790	ECs1929	100.00	60	0	0	1	60	1165	1224	5e-28	119
A_07_P044973	ECs2814	100.00	60	0	0	1	60	7	66	5e-28	119
A_07_P044070	ECs1866	100.00	60	0	0	1	60	494	553	5e-28	119
A_07_P040841	ECs1502	98.33	60	1	0	1	60	62	121	1e-25	111
A_07_P042689	ECs3228	100.00	60	0	0	1	60	913	972	5e-28	119
A_07_P060641	ECs1513	100.00	60	0	0	1	60	38	97	5e-28	119
A_07_P052874	ECs2976	100.00	60	0	0	1	60	95	154	5e-28	119
A_07_P013884	ECs3203	98.33	60	1	0	1	60	797	856	1e-25	111
A_07_P038470	ECs2987	98.33	60	1	0	1	60	437	496	1e-25	111
A_07_P005591	ECs4676	100.00	60	0	0	1	60	575	634	5e-28	119
A_07_P047405	ECs5242	100.00	60	0	0	1	60	1845	1904	5e-28	119
A_07_P012805	ECs4140	100.00	60	0	0	1	60	85	144	5e-28	119
A_07_P063721	ECs5114	100.00	60	0	0	1	60	1096	1155	5e-28	119
A_07_P053804	ECs0333	100.00	60	0	0	1	60	852	911	5e-28	119
A_07_P043923	ECs0546	100.00	60	0	0	1	60	353	412	5e-28	119
A_07_P043492	ECs0296	100.00	60	0	0	1	60	165	224	5e-28	119
A_07_P046303	ECs0757	100.00	60	0	0	1	60	1560	1619	5e-28	119
A_07_P052883	ECs2978	100.00	60	0	0	1	60	16	75	5e-28	119
A_07_P036799	ECs3912	96.67	60	2	0	1	60	819	878	3e-23	103
A_07_P044917	ECs2775	100.00	60	0	0	1	60	663	604	5e-28	119
A_07_P061173	ECs1644	100.00	60	0	0	1	60	260	319	5e-28	119
A_07_P049801	ECs4582	100.00	60	0	0	1	60	146	205	5e-28	119
A_07_P020132	ECs3518	100.00	60	0	0	1	60	975	1034	5e-28	119
A_07_P005811	ECs4720	100.00	60	0	0	1	60	1182	1241	5e-28	119
A_07_P049487	ECs4457	100.00	60	0	0	1	60	133	192	5e-28	119
A_07_P062331	ECs1244	100.00	60	0	0	1	60	176	235	5e-28	119
A_07_P004724	ECs0934	98.33	60	1	0	1	60	662	721	1e-25	111
A_07_P055569	ECs2831	100.00	60	0	0	1	60	605	664	5e-28	119
A_07_P015108	ECs2688	100.00	60	0	0	1	60	138	197	5e-28	119
A_07_P051011	ECs1019	100.00	60	0	0	1	60	867	926	5e-28	119
A_07_P018915	ECs2482	100.00	60	0	0	1	60	776	835	5e-28	119
A_07_P030601	ECs3565	93.33	60	4	0	1	60	1178	1237	2e-18	87.7
A_07_P012747	ECs4128	100.00	60	0	0	1	60	845	904	5e-28	119
A_07_P042737	ECs3241	100.00	60	0	0	1	60	1187	1246	5e-28	119
A_07_P049101	ECs0004	100.00	60	0	0	1	60	591	650	5e-28	119
A_07_P002577	ECs0127	95.00	60	3	0	1	60	1432	1491	7e-21	95.6
A_07_P014735	ECs1935	100.00	60	0	0	1	60	113	172	5e-28	119
A_07_P000131	ECs3963	100.00	60	0	0	1	60	1485	1544	5e-28	119
A_07_P021314	ECs0494	100.00	60	0	0	1	60	103	162	5e-28	119
A_07_P003108	ECs2873	100.00	60	0	0	1	60	144	203	5e-28	119
A_07_P002626	ECs0137	96.55	58	2	0	1	58	621	678	5e-22	99.6
A_07_P000173	ECs3971	96.67	60	2	0	1	60	507	566	3e-23	103
A_07_P054158	ECs0591	100.00	60	0	0	1	60	566	625	5e-28	119
A_07_P044245	ECs2252	100.00	60	0	0	1	60	299	358	5e-28	119
A_07_P011915	ECs3830	98.33	60	1	0	1	60	270	329	1e-25	111
A_07_P058445	ECs1825	100.00	60	0	0	1	60	517	576	5e-28	119
A_07_P056195	ECs3721	100.00	60	0	0	1	60	1006	1065	5e-28	119
A_07_P035023	ECs2130	92.31	52	4	0	9	60	298	349	1e-13	71.9
A_07_P048386	ECs1948	100.00	60	0	0	1	60	231	290	5e-28	119
A_07_P045448	ECs3025	100.00	60	0	0	1	60	768	827	5e-28	119
A_07_P057991	ECs4944	100.00	60	0	0	1	60	190	249	5e-28	119
A_07_P037048	ECs5205	98.04	51	1	0	10	60	886	936	3e-20	93.7
A_07_P009328	ECs2051	98.33	60	1	0	1	60	121	180	1e-25	111
A_07_P000003	ECs3937	100.00	60	0	0	1	60	1231	1290	5e-28	119
A_07_P037448	ECs4925	98.33	60	1	0	1	60	277	336	1e-25	111
A_07_P040937	ECs1523	98.33	60	1	0	1	60	260	319	1e-25	111
A_07_P014259	ECs3273	98.33	60	1	0	1	60	1998	2057	1e-25	111
A_07_P058100	ECs1696	100.00	60	0	0	1	60	528	587	5e-28	119
A_07_P009856	ECs0697	100.00	60	0	0	1	60	409	468	5e-28	119
A_07_P061036	ECs1609	100.00	60	0	0	1	60	1035	1094	5e-28	119
A_07_P004128	ECs5279	98.33	60	1	0	1	60	456	515	1e-25	111
A_07_P010232	ECs0778	98.21	56	1	0	5	60	601	656	3e-23	103
A_07_P057816	ECs4814	100.00	60	0	0	1	60	61	120	5e-28	119
A_07_P014940	ECs2653	100.00	60	0	0	1	60	157	216	5e-28	119
A_07_P047681	ECs2968	100.00	60	0	0	1	60	87	146	5e-28	119
A_07_P035070	ECs2151	92.86	56	4	0	1	56	1369	1424	4e-16	79.8
A_07_P000561	ECs4049	100.00	60	0	0	1	60	2548	2607	5e-28	119
A_07_P053923	ECs0377	100.00	60	0	0	1	60	361	420	5e-28	119
A_07_P015442	ECs2825	100.00	57	0	0	1	57	546	602	3e-26	113
A_07_P000083	ECs3953	96.67	60	2	0	1	60	529	588	3e-23	103
A_07_P038745	ECs1694	100.00	58	0	0	3	60	146	203	8e-27	115
A_07_P061975	ECs1169	100.00	60	0	0	1	60	492	551	5e-28	119
A_07_P058864	ECs2017	100.00	60	0	0	1	60	103	162	5e-28	119
A_07_P055321	ECs2746	100.00	60	0	0	1	60	1782	1841	5e-28	119
A_07_P011336	ECs5102	98.33	60	1	0	1	60	1246	1305	1e-25	111
A_07_P001881	ECs3544	98.33	60	1	0	1	60	53	112	1e-25	111
A_07_P048399	ECs1945	100.00	60	0	0	1	60	467	526	5e-28	119
A_07_P040970	ECs2743	96.67	60	2	0	1	60	121	180	3e-23	103
A_07_P005542	ECs4660	100.00	60	0	0	1	60	595	654	5e-28	119
A_07_P041509	ECs0447	91.67	60	5	0	1	60	3085	3144	4e-16	79.8
A_07_P052886	ECs2979	100.00	60	0	0	1	60	250	309	5e-28	119
A_07_P004296	ECs0797	98.33	60	1	0	1	60	917	976	1e-25	111
A_07_P013453	ECs3341	100.00	60	0	0	1	60	489	548	5e-28	119
A_07_P021258	ECs0483	100.00	57	0	0	4	60	274	330	3e-26	113
A_07_P059006	etpF	100.00	60	0	0	1	60	589	648	5e-28	119
A_07_P002059	ECs3578	100.00	60	0	0	1	60	286	345	5e-28	119
A_07_P059513	ECs0192	100.00	60	0	0	1	60	9	68	5e-28	119
A_07_P015860	ECs2546	98.33	60	1	0	1	60	86	145	1e-25	111
A_07_P044779	ECs2953	100.00	60	0	0	1	60	340	399	5e-28	119
A_07_P047959	ECs1122	100.00	60	0	0	1	60	137	196	5e-28	119
A_07_P056219	ECs3726	100.00	60	0	0	1	60	911	970	5e-28	119
A_07_P018073	ECs4251	96.67	60	2	0	1	60	1785	1844	3e-23	103
A_07_P054609	ECs2209	100.00	60	0	0	1	60	309	368	5e-28	119
A_07_P057629	ECs4619	100.00	60	0	0	1	60	1267	1326	5e-28	119
A_07_P060830	ECs1556	100.00	60	0	0	1	60	190	249	5e-28	119
A_07_P005134	ECs1020	96.67	60	2	0	1	60	102	161	3e-23	103
A_07_P032465	ECs3215	96.67	60	2	0	1	60	797	856	3e-23	103
A_07_P051691	ECs0619	100.00	60	0	0	1	60	807	866	5e-28	119
A_07_P047700	ECs2227	100.00	50	0	0	11	60	1	50	5e-22	99.6
A_07_P001576	ECs1453	100.00	60	0	0	1	60	211	270	5e-28	119
A_07_P005759	ECs4709	100.00	60	0	0	1	60	18	77	5e-28	119
A_07_P054762	ECs2268	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P015343	ECs2804	100.00	60	0	0	1	60	33	92	5e-28	119
A_07_P014576	ECs1898	93.33	60	4	0	1	60	762	821	2e-18	87.7
A_07_P010159	ECs0753	100.00	60	0	0	1	60	899	958	5e-28	119
A_07_P047424	ECs5249	100.00	60	0	0	1	60	227	286	5e-28	119
A_07_P051477	ECs1222	100.00	60	0	0	1	60	421	480	5e-28	119
A_07_P043480	ECs0293	100.00	60	0	0	1	60	227	286	5e-28	119
A_07_P051719	ECs0885	100.00	60	0	0	1	60	777	836	5e-28	119
A_07_P050355	ECs1561	100.00	60	0	0	1	60	22	81	5e-28	119
A_07_P047803	ECs2194	100.00	60	0	0	1	60	247	306	5e-28	119
A_07_P000808	ECs3093	100.00	60	0	0	1	60	800	859	5e-28	119
A_07_P061632	ECs5245	100.00	60	0	0	1	60	76	135	5e-28	119
A_07_P033767	ECs0937	98.21	56	1	0	1	56	64	119	3e-23	103
A_07_P001189	ECs1146	100.00	60	0	0	1	60	169	228	5e-28	119
A_07_P062578	ECs1316	100.00	60	0	0	1	60	274	333	5e-28	119
A_07_P058407	ECs1814	100.00	60	0	0	1	60	369	428	5e-28	119
A_07_P049741	ECs4570	100.00	60	0	0	1	60	293	352	5e-28	119
A_07_P014482	ECs1877	98.33	60	1	0	1	60	1423	1482	1e-25	111
A_07_P032496	ECs3221	90.20	51	5	0	2	52	2155	2205	1e-10	61.9
A_07_P045345	ECs2981	100.00	60	0	0	1	60	331	390	5e-28	119
A_07_P019591	ECs3404	98.33	60	1	0	1	60	1220	1279	1e-25	111
A_07_P010243	ECs0780	100.00	60	0	0	1	60	822	881	5e-28	119
A_07_P013216	ECs3303	100.00	60	0	0	1	60	377	436	5e-28	119
